,puuid,gameList
276,F7YRGIfqGDRaanGru6-h9J2tpHrbtLnjoZebz23ABLcliAYOX1ibbug_MKDdNCkMgUdaVheQ8ENDxQ,"['NA1_4331618022', 'NA1_4331593160', 'NA1_4331559430', 'NA1_4331565385', 'NA1_4331560880', 'NA1_4331527149', 'NA1_4330854547', 'NA1_4330860682', 'NA1_4330807664', 'NA1_4330784112']"
277,sSvW_9P5n1ehffO3Dd52uvtDt_iK9ziOMqiiDW9qDswuwcm1NbRtdn4QIcx-INOILPC2J7RADr6iuQ,"['NA1_4334273015', 'NA1_4334228741', 'NA1_4334177814', 'NA1_4334163238', 'NA1_4333956120', 'NA1_4333659837', 'NA1_4333313997', 'NA1_4333283928', 'NA1_4332990159', 'NA1_4332915658']"
278,jgPzh5TqbL3t0juS0E3fTCNZg1FVRtjvP7zw2z99vBD55JSTlZiHLqic7MgW-o24f40kLO8xzlJVFg,"['NA1_4328946271', 'NA1_4323000470', 'NA1_4322908806', 'NA1_4322036259', 'NA1_4321306400', 'NA1_4321314636', 'NA1_4320291557', 'NA1_4319784762', 'NA1_4315759208', 'NA1_4314602791']"
279,m6ZNmy-V4btgrVZyL9T8Ibef8HDNh43alart_hNdrVWaZxoUNO9xZU_1LIBwSR7Y5boaEYbWf06zeg,"['NA1_4328421486', 'NA1_4328319434', 'NA1_4328065100', 'NA1_4327989283', 'NA1_4327840350', 'NA1_4327814417', 'NA1_4327758875', 'NA1_4327713322', 'NA1_4326876594', 'NA1_4326853024']"
280,TNqJRLD6dueSNzpD801xNyRoOQwh6hCkkNG6IJ28FdfrCU6Najhtx2zNGck9HzRzD4bgk_ddO-duBg,"['NA1_4309420627', 'NA1_4309385711', 'NA1_4303812404', 'NA1_4231070869', 'NA1_4230975205', 'NA1_4230971607', 'NA1_4230916916', 'NA1_4226348366', 'NA1_4226363794', 'NA1_4220270163']"
281,hF9zoVXLnzyEPz1J78NJsPrJuwNrpMmZCXrOZ-N0KE70ZiORSrbnein1cA7fNAsHUFnBdMaD__sEgg,"['NA1_4333629402', 'NA1_4333666528', 'NA1_4333653711', 'NA1_4333213727', 'NA1_4333241397', 'NA1_4333199290', 'NA1_4332351153', 'NA1_4332259607', 'NA1_4331364157', 'NA1_4331382395']"
282,pgjb6mliC1FFa7SH353zL-BWEBciEyzIeDQUkC-A8_dWKIM9AABjaBBcuvwlXxwNmMehEtdaXNwSOw,"['NA1_4273300244', 'NA1_4272492027', 'NA1_4271340895', 'NA1_4270897543', 'NA1_4270194668', 'NA1_4264924209', 'NA1_4262355451', 'NA1_4262352276', 'NA1_4261179826', 'NA1_4258955131']"
283,tyJNGWB6FoFH-cwNpBN-lbDvsCG93JyGr13FKYCYWU9ou0u64tT_hT3SulU41iR4U3ysL09byapJqw,"['NA1_4256995836', 'NA1_4255251452', 'NA1_4253358960', 'NA1_4251279360', 'NA1_4250476806', 'NA1_4245853266', 'NA1_4239825160', 'NA1_4239678774', 'NA1_4239684695', 'NA1_4239630692']"
284,BZvEjVpb79nvPALjerQ5Vn3fWP8CfYiQrFF0piCicCqhNStqBbVjgYOHxyozlmo8BwBordcClPjOeg,"['NA1_4314307945', 'NA1_4314322327', 'NA1_4313572344', 'NA1_4313492285', 'NA1_4313437592', 'NA1_4312513552', 'NA1_4312417957', 'NA1_4311323598', 'NA1_4311247814', 'NA1_4311233074']"
285,zcYYWCe9QjGnIKZGS3xMhnCxcuzZzwoWMRGmGqbMMdzy8kx-HumK4Q6NaOMrrMx-1jvfluUh5cB9gQ,"['NA1_4315670833', 'NA1_4315625196', 'NA1_4315610600', 'NA1_4315567506', 'NA1_4315515834', 'NA1_4313016235', 'NA1_4313053316', 'NA1_4310910434', 'NA1_4310869232', 'NA1_4310839385']"
286,ahSanlS0M9Mge2Lk4qH46LpHpa8pZKFO1VT2zJCD5XjU3G5SplrAKjDYxEAh-zt9lCeyP1n4ZTiXUQ,"['NA1_4332961836', 'NA1_4332898238', 'NA1_4332865240', 'NA1_4332900326', 'NA1_4332846208', 'NA1_4332821165', 'NA1_4332738703', 'NA1_4332441380', 'NA1_4332378903', 'NA1_4332405982']"
287,y-MOlDZxaL9AMHiQPKquq2Yljtny5dJ8P3ko3LNnry0d8_v_HjW0OVAhjzyx3kEe5hkfzfbISwjxbQ,"['NA1_4333083953', 'NA1_4331856441', 'NA1_4331863151', 'NA1_4331839836', 'NA1_4331826786', 'NA1_4331784385', 'NA1_4331685108', 'NA1_4331691610', 'NA1_4324956443', 'NA1_4324944804']"
288,QgUfPOkJV7Cp6GThqtbzjrqi_GKIgeRmb62Y_wQz43j75dy_ytGAXgsJ0ljryVFM6J8Ter8ORpOT3Q,"['NA1_4334354069', 'NA1_4334224654', 'NA1_4334240600', 'NA1_4334206178', 'NA1_4333885800', 'NA1_4333893286', 'NA1_4333746826', 'NA1_4333780846', 'NA1_4333132685', 'NA1_4333068896']"
289,TOixjQAwmlZt7n7iyYCMN_AToxIlV0-KbmyfuSA9TWKXMrYUIvzZgvofgOjBYRI9o74Z9vDBQOtsgg,"['NA1_4316833305', 'NA1_4310829750', 'NA1_4309369636', 'NA1_4309365542', 'NA1_4305802857', 'NA1_4304857068', 'NA1_4301742133', 'NA1_4301667525', 'NA1_4297164901', 'NA1_4297202121']"
290,20hiiGAj-sE6EeKPLgj5f76f9hDKlwqwigF7xxkKvYqt4APtj3SQsRTzuJfvK1GT0usOTVFe9TPC-w,"['NA1_4291474666', 'NA1_4291468807', 'NA1_4291430970', 'NA1_4289748574', 'NA1_4289740927', 'NA1_4289713198', 'NA1_4288635748', 'NA1_4287897045', 'NA1_4287734256', 'NA1_4287705309']"
291,tK-yz6fd9FSQgJpgk807oPU9U-B0lAwAaDj5vOQQI75CVX4p_qaff91dIgmng4xcijHRTpCRiVY5fA,"['NA1_4320129017', 'NA1_4320095099', 'NA1_4320131243', 'NA1_4320077384', 'NA1_4320073767', 'NA1_4316587918', 'NA1_4316546145', 'NA1_4316583069', 'NA1_4315760344', 'NA1_4315746713']"
292,pD88m7MHGGjcmeWCRxxZksD_bZ58RR9UdGfHM4mj43oTy9L8L6qsO8Ansj0zVI1sim4e7nr5kbxcZg,"['NA1_4334187596', 'NA1_4334203114', 'NA1_4334129384', 'NA1_4334095508', 'NA1_4333009052', 'NA1_4332995798', 'NA1_4333020000', 'NA1_4331801132', 'NA1_4331744234', 'NA1_4331109286']"
293,cInPcoLWM_XlcPGUozAeON3L7TtUIjSsq26N64FbKCftO7F0JIH42nYZCgfMkLP6CiHlx0vbABnPIg,"['NA1_4325988651', 'NA1_4222784848', 'NA1_4222791251', 'NA1_4222737096', 'NA1_4222703268', 'NA1_4222655766', 'NA1_4222621701', 'NA1_4222612041', 'NA1_4210282286', 'NA1_4200040257']"
294,zTBRve-MzoV5t6Cp-qiFSsu5hLF49GbtWkvE5cE-nexNGOIQjDz-zEnIbWZGiV9C-e6K6U9tV5pRKA,"['NA1_4333928457', 'NA1_4333953933', 'NA1_4333960725', 'NA1_4333919831', 'NA1_4333855777', 'NA1_4329719398', 'NA1_4329615250', 'NA1_4329534642', 'NA1_4328930233', 'NA1_4328855516']"
295,Tozg57Zsky8W_0RmZstFLJVtbfnWwLb2tVJttcAkwo_CjNDWSDIVWQKZ6Syt_qowzII5aK4pNAbqSA,"['NA1_4333316256', 'NA1_4332769681', 'NA1_4332733079', 'NA1_4332488174', 'NA1_4332486144', 'NA1_4332463750', 'NA1_4332451188', 'NA1_4316591469', 'NA1_4316581192', 'NA1_4316523232']"
296,BMbQV_4yryovNVoKcwOL7Rk2NJoQTtZFAbTCL8trYx8Giv_tMF7qLwFrj0chEU5v3I_HxC2S45dPig,"['NA1_4334149361', 'NA1_4334079177', 'NA1_4334063080', 'NA1_4334017414', 'NA1_4333969674', 'NA1_4320226096', 'NA1_4320251976', 'NA1_4320207274', 'NA1_4320154213', 'NA1_4316080836']"
297,iCpHlQUzcR0yUf4lzQTRTFd2j3cLp79Sr4YAatWm00om5Mm9K5r5vEjDpQ4894IGualjyMDAYQSl3w,"['NA1_4296900063', 'NA1_4291120261', 'NA1_4285821260', 'NA1_4281419720', 'NA1_4281382179', 'NA1_4280620303', 'NA1_4280527002', 'NA1_4230111129', 'NA1_4223895967', 'NA1_4223903731']"
298,afFXPpUeqIteiAlzOaq1rubet3YjFNQKy7YduaDW_jBvXS4jk2n3Fbp9HQvCBfsukYSgcwcr_eUR7Q,"['NA1_4318025445', 'NA1_4318001101', 'NA1_4317589949', 'NA1_4317535491', 'NA1_4317501890', 'NA1_4317485724', 'NA1_4317443046', 'NA1_4317379706', 'NA1_4317042879', 'NA1_4317009468']"
299,IOBR7uO3XCmG4JamD6qqjyg4R3U06lCU7ugeF61EB9kdleNKBx5AMNbHCpOOIUo0MNElqxwZecGIcw,"['NA1_4332054405', 'NA1_4331958251', 'NA1_4331825837', 'NA1_4330766202', 'NA1_4330801198', 'NA1_4329992274', 'NA1_4329986687', 'NA1_4329915303', 'NA1_4329859139', 'NA1_4329821812']"
300,AM8jDHpc3oTRSlzGmmTMcichCuJhdjYl6BckFmLkoqlcBGsf9FJkUXosjYzSXNtN5HHJXJx4j-kO9w,"['NA1_4332576514', 'NA1_4330885242', 'NA1_4330879757', 'NA1_4330587450', 'NA1_4330563570', 'NA1_4330448488', 'NA1_4330494492', 'NA1_4330177252', 'NA1_4330136771', 'NA1_4327740154']"
301,dV0qEjOioBTRkC_TL1JaRiX6eJ53qQHBWs8_ZeIijlTJ_5imCGaClEK9CQp4tdOPqJGR8MrJbw6OqQ,"['NA1_4330901185', 'NA1_4330827564', 'NA1_4330834654', 'NA1_4330832017', 'NA1_4330758842', 'NA1_4330756314', 'NA1_4330763855', 'NA1_4330699629', 'NA1_4330705475', 'NA1_4330740576']"
302,yQ-R5gCvxTCfDCVXRON57IYBsrYlXVbfjPXwCbweEl6kC41RFpVNCwKvwnBpywfNOBTqt8pfl8iIFg,"['NA1_4334004820', 'NA1_4333990978', 'NA1_4333937758', 'NA1_4333954505', 'NA1_4333911886', 'NA1_4332813444', 'NA1_4332787955', 'NA1_4332755446', 'NA1_4332699012', 'NA1_4330887695']"
303,14SmfgmIVomrPlGGswO8aFGEfKQA1-p6vIu4m14RejZ0sQhEAcd9QDGzsQe1gzZAh-P_xyMysG864A,"['NA1_4327684806', 'NA1_4327647908', 'NA1_4327471567', 'NA1_4327424584', 'NA1_4326811386', 'NA1_4326723803', 'NA1_4326694837', 'NA1_4322424646', 'NA1_4322295865', 'NA1_4322289960']"
304,E-lnxsOqeMwc7CkkMYQzGxQv2BuxGH8VgPBatuw1pIC1tT_TrO6ytDQIIoSgmMeBYnXm_V9--v-Gww,"['NA1_4330947648', 'NA1_4330878420', 'NA1_4330890672', 'NA1_4330815024', 'NA1_4330778440', 'NA1_4330673564', 'NA1_4330601031', 'NA1_4330477118', 'NA1_4330443396', 'NA1_4325221637']"
305,jSUMGewYJR8OWjio5jae5fha-sWz6Rfq-Bss0HuCKjzbP8w17sncVaF8GnsfdIhXnDk7A7t38B-fVg,"['NA1_4257065145', 'NA1_4257005646', 'NA1_4256927944', 'NA1_4256952919', 'NA1_4256908307', 'NA1_4256641395', 'NA1_4189983771', 'NA1_4188192458', 'NA1_4188177292', 'NA1_4187784091']"
306,DHTvNwXJqZ8XMhqrxBLnxnEyBOh9eDOO09oIwkl3WfiJaL-t_pcsN0spGmGsh8K0dtXdEejywNMJkw,"['NA1_4334148234', 'NA1_4334121604', 'NA1_4334057723', 'NA1_4333484988', 'NA1_4333510681', 'NA1_4333417689', 'NA1_4333128661', 'NA1_4333130721', 'NA1_4332727455', 'NA1_4332694553']"
307,4OAo_z_GWIr6tPTbxeOtOuwB6CD6TXWRevRe0-a2TJdCKpNOHfL-Mf5UNnY_6LhKsarvWdpKeA957g,"['NA1_4323599186', 'NA1_4323555945', 'NA1_4323548850', 'NA1_4323542812', 'NA1_4323437572', 'NA1_4323399198', 'NA1_4323182359', 'NA1_4323107369', 'NA1_4319802112', 'NA1_4319200867']"
308,FUz4zZS2vnb-4Blf3hBNTvfaVN67vg3U4yP9K8djzXBFm-9YSTjmhcnBWBTl_r78P94mmiAeSxqZWA,"['NA1_4334030228', 'NA1_4334025454', 'NA1_4333982964', 'NA1_4333245951', 'NA1_4333118661', 'NA1_4333106485', 'NA1_4333142945', 'NA1_4328252060', 'NA1_4328250986', 'NA1_4328229673']"
309,Xfc-Cbn8ixLnnuAAc3nh-0WjlxJfrk1Azk2b24llUcMB1JAswzfTgjFVHrmHgYvzDIzBUty0UKXFpw,"['NA1_4334281382', 'NA1_4334255099', 'NA1_4334188637', 'NA1_4333762304', 'NA1_4333637713', 'NA1_4333026876', 'NA1_4332635583', 'NA1_4332619796', 'NA1_4332543554', 'NA1_4332490793']"
310,02hfuGZyv7-HH2uwM9LwOSYy5deNRaXSFAmTbmDkxXImVIWzyrCi8RbQtABouyueqq-tZrH1J46cfQ,"['NA1_4334032519', 'NA1_4334017621', 'NA1_4334001280', 'NA1_4333945611', 'NA1_4333960814', 'NA1_4333887034', 'NA1_4333360917', 'NA1_4333327235', 'NA1_4333292371', 'NA1_4332852216']"
311,aKr10bIK4aafpOeCwL8QDp9JTqcCo_E3oMNDflaYm6Jy6mn08jHB4a4EaBeWzJPICewDP34IvS6dZA,"['NA1_4334179677', 'NA1_4334191885', 'NA1_4332989823', 'NA1_4332921551', 'NA1_4330471751', 'NA1_4329572826', 'NA1_4329549571', 'NA1_4329515102', 'NA1_4328810303', 'NA1_4328767534']"
312,OYlxF4KrqkRRDW6PcEGAfy_FbtnWLndcwW7EKOk5Z7w9lPvqVNU7hiDJQSB53-arBy0TShcb-G_iJQ,"['NA1_4334030677', 'NA1_4334011472', 'NA1_4332898803', 'NA1_4332861865', 'NA1_4332821691', 'NA1_4332777118', 'NA1_4332753025', 'NA1_4331855342', 'NA1_4331782489', 'NA1_4331672906']"
313,b1G91arPdH0qZNNwgv2_z7Qg5c0uCicxkhDy5MRNh5z3d2O3-ZTmCYZjgTRslvxn4CSfDtDbGivsrQ,"['NA1_4331833514', 'NA1_4329541783', 'NA1_4327860918', 'NA1_4327795717', 'NA1_4327713770', 'NA1_4324449718', 'NA1_4324393053', 'NA1_4324333599', 'NA1_4323580894', 'NA1_4323414193']"
314,3zq1K00uDrf8mmOBm8BJiYYD0OBAqS2siC6rrnnIQ_irpx20rrI1uCSZ-InfFCmSmavjOPddBBHSQA,"['NA1_4334087960', 'NA1_4334033295', 'NA1_4333985346', 'NA1_4333981214', 'NA1_4333756002', 'NA1_4333782626', 'NA1_4333659344', 'NA1_4333626333', 'NA1_4333611221', 'NA1_4333535640']"
315,4kSoQ3BsafeIUldrXJt1IuEu7d1MBftNp1cbfiKCVf2wJF6C8j3HB92U1z7laAS-eDcncZ7oBih6ew,"['NA1_4222701061', 'NA1_4222644402', 'NA1_4222052021', 'NA1_4221203875', 'NA1_4220695276', 'NA1_4220609036', 'NA1_4220633446', 'NA1_4212524299', 'NA1_4211684339', 'NA1_4209544645']"
316,tlLhGlGX0abBxAnZjSHGXbwfmwJIESl12QYsW0OgOgX2VdTeo2VkqZVFFnTqfkDccEQFH7m92fVVxQ,"['NA1_4334217716', 'NA1_4333978710', 'NA1_4333163140', 'NA1_4332184672', 'NA1_4329007587', 'NA1_4328970338', 'NA1_4326942618', 'NA1_4326523831', 'NA1_4326449245', 'NA1_4325993045']"
317,bVds8Nz9RC1izsaP1vQiWm3e66uWN7d5qfLj9LWi6XN9-y3bmvx3uIiPRLLHIexxvU75GY-jKv0MTg,"['NA1_4334410492', 'NA1_4334348855', 'NA1_4334367015', 'NA1_4334355558', 'NA1_4334363369', 'NA1_4332333808', 'NA1_4332352302', 'NA1_4332340725', 'NA1_4332288844', 'NA1_4332307076']"
318,Du8_lFDsAyroT3wGasIdZN3B4Xespt-kzGmFJvhJJ1vqe1LU1bZAMUsbiixsXsOUOBV_LvlzUj9pug,"['NA1_4321288629', 'NA1_4321240816', 'NA1_4319068265', 'NA1_4319032068', 'NA1_4313584749', 'NA1_4313536578', 'NA1_4312604217', 'NA1_4312566978', 'NA1_4308082341', 'NA1_4308011639']"
319,h-aewT87Z7IxB86g0FCaQI6QFiRoAQi84HTMuVlxIVpIujzCISwgZGJ1etPG7gdgYJ6GC6BJNjL_ig,"['NA1_4208576131', 'NA1_4208519122', 'NA1_4208474980', 'NA1_4207288457', 'NA1_4205805412', 'NA1_4205820261', 'NA1_4203635053', 'NA1_4203528738', 'NA1_4203534838', 'NA1_4203501990']"
320,jYqfXpJl-cQyl--nGluDZ0vf6ph_On7WvNXOvGfMc23xhFaWoXuVmAjyNg04RxMRb1dCe4EGOpWD3g,"['NA1_4323741824', 'NA1_4323679150', 'NA1_4323695232', 'NA1_4323690245', 'NA1_4323655535', 'NA1_4316829993', 'NA1_4316802842', 'NA1_4316691019', 'NA1_4316621651', 'NA1_4316564789']"
321,ll7kSp_6nFSLFDF5eufIPpDPyQzqi5gm7FOweJLwNRaXzQJxyINEhxuhhMctKKbWXvJ-ik5HJFGyyw,"['NA1_4334223489', 'NA1_4293545507', 'NA1_4293523493', 'NA1_4293488419', 'NA1_4293288636', 'NA1_4293285121', 'NA1_4293262992', 'NA1_4293250184', 'NA1_4292948176', 'NA1_4292900619']"
322,ReUGkSUMQ26OPksOe0Rr4zbx05OIB8bl86Jaq73YygoNBOc6mleAqDUdlbL9hBA7lIQE5w4bWV2SHA,"['NA1_4332918771', 'NA1_4332626763', 'NA1_4332558819', 'NA1_4331741201', 'NA1_4331678345', 'NA1_4331685210', 'NA1_4331568505', 'NA1_4331544345', 'NA1_4331491222', 'NA1_4331467470']"
323,MVWm4WPFWumuZDF5PZccW60CxFWIcgFw6Mgh4tQ00CxDqQCGq0iflmb_WDiEMxUis58p02C0VfDgaA,"['NA1_4332676442', 'NA1_4331910830', 'NA1_4323151224', 'NA1_4323086363', 'NA1_4323042939', 'NA1_4320931133', 'NA1_4272909913', 'NA1_4270347186', 'NA1_4267339415', 'NA1_4265982765']"
324,FQ0fwOMGmvKHmZseQGyROOt_iNAwuOrKNYI0GSyDMwEPDxDCWG6jBxt5E5zsZ9wd-NKjhMlbMS5spg,"['NA1_4331128863', 'NA1_4331121204', 'NA1_4331034843', 'NA1_4329921671', 'NA1_4329833536', 'NA1_4328069740', 'NA1_4328024366', 'NA1_4324740513', 'NA1_4324657782', 'NA1_4324519305']"
325,IoKeW40I6KyPqahAZvG5seqEKrO7WNUEutI3_JQu1ED-kYG7SaCJlFF7taMAB4ws6DHZ2h9S-l9wkQ,"['NA1_4299054248', 'NA1_4282687936', 'NA1_4267665240', 'NA1_4253119577', 'NA1_4253119754', 'NA1_4251924240', 'NA1_4251804693', 'NA1_4251620122', 'NA1_4251620031', 'NA1_4251378296']"
326,W1chHJKbBCN2jXHTLXkyUxg2FeIOqSEQrmggTaqwVVfo0IHLhTjX6gnttpMkQ8R7whyi8JXxU8r-vg,"['NA1_4331151147', 'NA1_4331078359', 'NA1_4331091930', 'NA1_4331008294', 'NA1_4329976568', 'NA1_4329944910', 'NA1_4329982288', 'NA1_4329928550', 'NA1_4329906392', 'NA1_4329839682']"
327,MV9OFle3ZPm1H1eREArlwzT7SoPJpzz9XmwvKfolVV1t7yfUQQ6WbLl62pAc2BIL5ZwmDi9stZWugA,"['NA1_4272875856', 'NA1_4272874618', 'NA1_4269816802', 'NA1_4264743618', 'NA1_4255571618', 'NA1_4255533719', 'NA1_4255489543', 'NA1_4249397209', 'NA1_4249404504', 'NA1_4249392230']"
328,Lgj2TVP9iadfyW6v3JCc74FhSjhny1Vqi8d-06Ct9hmS8VbWgiIAs0gTHam7WZJfC2DzqsW6t2oluw,"['NA1_4334231282', 'NA1_4334116079', 'NA1_4334077401', 'NA1_4334070651', 'NA1_4333755006', 'NA1_4333669186', 'NA1_4332935902', 'NA1_4332283558', 'NA1_4332291511', 'NA1_4332270587']"
329,-3YR_w-j4taSKpkyJjMWcoc9NC5ZbWcK0bp6hBsU00O39qMtMqvq7kx6Ri1LyfwKmMMle-zYqu3VHw,"['NA1_4333625289', 'NA1_4333662687', 'NA1_4333650992', 'NA1_4332612376', 'NA1_4332608126', 'NA1_4332490284', 'NA1_4330715216', 'NA1_4330711276', 'NA1_4330567879', 'NA1_4330562904']"
330,EOd3kzBD6hMf1dP0HXBIfkfoSkCvh9vYepK6RkITK311K1p4wbtbWsw_tjA9L2TkW1hrA62i3xiDqQ,"['NA1_4333060178', 'NA1_4333004226', 'NA1_4332914948', 'NA1_4332475312', 'NA1_4332384983', 'NA1_4332403281', 'NA1_4328887154', 'NA1_4328827540', 'NA1_4328830261', 'NA1_4328753155']"
331,bzgBEf3sDDA2ind7hNqAuUsD-hmg6C86HS5DDZg9A4oH7PHMx2QEPl35JSxZarjW4AMZAojcCwnSeg,"['NA1_4332354553', 'NA1_4332342864', 'NA1_4332279045', 'NA1_4332303743', 'NA1_4332199571', 'NA1_4332224884', 'NA1_4331713070', 'NA1_4331657613', 'NA1_4331680318', 'NA1_4331282703']"
332,qwAVBpxOctDISqVxj-NgDR4zHu-UfC4eB80vvcjoJ-P1cGTvyCHsLQvQtLnui7RkaryQt31aAobCZg,"['NA1_4297582392', 'NA1_4297571543', 'NA1_4297467996', 'NA1_4297200614', 'NA1_4297107939', 'NA1_4297105387', 'NA1_4296551262', 'NA1_4296506311', 'NA1_4296473531', 'NA1_4295639709']"
333,1M-8EmVLCqOqrjxCFWMUwhHj7yn8QaSGKsClo3T1SIBqp4nxjQq3fGt9_J2LUOYiYVWkftRLgHIkiw,"['NA1_4331917199', 'NA1_4331903930', 'NA1_4331839100', 'NA1_4331830844', 'NA1_4331775614', 'NA1_4331718386', 'NA1_4331724197', 'NA1_4331760020', 'NA1_4325824574', 'NA1_4325619246']"
334,lAr4_skmAcVFG8WQ07dz5clv5uUnJhlXV2A_a1UzyjKJYjzfhXer2nXcS4u0pT6RZZkT5wnqMc-uDw,"['NA1_4334224431', 'NA1_4333236764', 'NA1_4333265211', 'NA1_4333253325', 'NA1_4333251979', 'NA1_4333220448', 'NA1_4333186899', 'NA1_4329162996', 'NA1_4329200638', 'NA1_4329159802']"
335,B7V9gNq2JsbWsEcfWPHsW5v020sDku027lticIHxCYT1Timt4_Iz-r64vvU3BwJdYS2XigKtNexTYg,"['NA1_4333931002', 'NA1_4333885658', 'NA1_4333860072', 'NA1_4333755840', 'NA1_4333616484', 'NA1_4333633512', 'NA1_4333610029', 'NA1_4333506480', 'NA1_4333503970', 'NA1_4332793347']"
336,SJpa0xpI2hA3xbKai30Ps-BjljitBYZdRxy5zIl8fbwa80X49QGU1SiCEcU9eoZekBTNThuBraA8wQ,"['NA1_4323400431', 'NA1_4321223219', 'NA1_4310381753', 'NA1_4308769873', 'NA1_4306330041', 'NA1_4302466910', 'NA1_4300565472', 'NA1_4297810836', 'NA1_4296295278', 'NA1_4293472037']"
337,9rhDVqFayuF2kU-NqIFXQx74npoL2_0FB3i80TNftL1OyYJMyU-MKXFDH9I41xq1d4oNfiYE1xiraw,"['NA1_4334175359', 'NA1_4334181078', 'NA1_4332796378', 'NA1_4332802834', 'NA1_4332787714', 'NA1_4327859607', 'NA1_4324096411', 'NA1_4324122191', 'NA1_4323578902', 'NA1_4323600476']"
338,1btq1cI96hAAWCC1oVq7C1MW0EmtFdDCe-OSXZt_HqE1kK_T1ADsOMoiHp8Q3hlpHW0UWW_-R0UqxQ,"['NA1_4333977428', 'NA1_4329644730', 'NA1_4329641103', 'NA1_4329576502', 'NA1_4329528086', 'NA1_4328744902', 'NA1_4328689269', 'NA1_4325287799', 'NA1_4325284513', 'NA1_4322977068']"
339,DWvl2RcMVPy96mFaTvMsRX8At_HD8VAMAyekVtnMAJawTPbYfClnuMIyW1K0QX7yWAU0c8YfVk7kbA,"['NA1_4334385080', 'NA1_4334361937', 'NA1_4334308129', 'NA1_4334265972', 'NA1_4334208864', 'NA1_4332770997', 'NA1_4332085991', 'NA1_4331147644', 'NA1_4331143300', 'NA1_4331055523']"
340,ixIjmsymT_1QzqnCZ8pdpDBkJv84W4h5uCmgYeqCqDlywd5oq1TDYSfwsbdNgypAPlvmhxrCTuK3Pw,"['NA1_4333114417', 'NA1_4333039685', 'NA1_4332726161', 'NA1_4332720421', 'NA1_4332547716', 'NA1_4332476060', 'NA1_4332444546', 'NA1_4332431527', 'NA1_4331217916', 'NA1_4331182803']"
341,g_h2ckUNQuBLKSDWPUTQ1-2BQ2gbeFR7dcPKdBN9GjbHrrPNxUxoxOsi6M4AOoFYc_RpDkHbY8mJ_g,"['NA1_4331359675', 'NA1_4318458740', 'NA1_4318427488', 'NA1_4318454981', 'NA1_4318454538', 'NA1_4316983503', 'NA1_4316907936', 'NA1_4316138486', 'NA1_4316029527', 'NA1_4316045473']"
342,bJS4vknc0acfrxelAwP07v5xMHUc6J2CITOSOIrVfUmkdIvdrRLGaDGq7uQ9FQcPKOUuuIGYVCrlCQ,"['NA1_4333755720', 'NA1_4333740733', 'NA1_4333644229', 'NA1_4330766286', 'NA1_4330799796', 'NA1_4330723859', 'NA1_4330710199', 'NA1_4330665333', 'NA1_4330641562', 'NA1_4330464675']"
343,EbJW6SU4kjELm4x86ZGk-BLKCZnSc8JiqaqTFOmLty_I8y8glb-_NdYOkpCKkMuhdC5Lsq2Kqi1sbw,"['NA1_4332848582', 'NA1_4332759165', 'NA1_4332716364', 'NA1_4332701961', 'NA1_4332638426', 'NA1_4331259384', 'NA1_4331234508', 'NA1_4331207948', 'NA1_4326548642', 'NA1_4326543802']"
344,2SOeBrtQ6MjvFgcnw0duDEcLk1VXpiTY3_GsiV6Em6y0SAwEQUjlfgf1yYtrHuvFtUpCn1krb4M_vA,"['NA1_4301253842', 'NA1_4301230772', 'NA1_4300581406', 'NA1_4300524702', 'NA1_4300493561', 'NA1_4300419678', 'NA1_4300424213', 'NA1_4300250617', 'NA1_4300159008', 'NA1_4299344311']"
345,15fjpn8H91kHbfEakFHXhlY35lQMdN5e6kmI-iPRlpcBrBaVYhDAHtBt2MUTkAjKr4_ft8ScgpRhew,"['NA1_4281406036', 'NA1_4232496626', 'NA1_4229275167', 'NA1_4224867150', 'NA1_4224844383', 'NA1_4224686400', 'NA1_4224662598', 'NA1_4224556814', 'NA1_4220740757', 'NA1_4220694568']"
346,RIY2Zhw-BOmCkzrWUF2ig4Id4uT4gWiw6IUbJVvxq3ZwwGv-WpBGLoef5zC1vvtbCFAXiHfShaZwbw,"['NA1_4325937344', 'NA1_4325952288', 'NA1_4325898237', 'NA1_4310722985', 'NA1_4310687747', 'NA1_4310641355', 'NA1_4236877575', 'NA1_4236910912', 'NA1_4236117299', 'NA1_4236103605']"
347,Jw2FcsrTbH557ToV4tWuoaJtidEaaXwTFmQLrsNLt4KzHfvXuR4sauHzCd6HGUTxU8FNGgtOjx9auQ,"['NA1_4313647695', 'NA1_4313651290', 'NA1_4308179763', 'NA1_4308093848', 'NA1_4307018383', 'NA1_4298702642', 'NA1_4298637891', 'NA1_4296820074', 'NA1_4296690108', 'NA1_4296629778']"
348,iB8L0SAdG510vAkqiYMlk7n0QiPV7j9XwEce-YXEJmiipixPUgVuiq2x_arZXYrm1Ko2BnNinu8-qA,"['NA1_4330616724', 'NA1_4329208948', 'NA1_4328289649', 'NA1_4327552587', 'NA1_4306220476', 'NA1_4306141260', 'NA1_4306055318', 'NA1_4306082018', 'NA1_4305302762', 'NA1_4305120148']"
