,puuid,gameList
959,JYuTQNV-1x6RwdSQ-hK971iKDkOUsxDteEqETkIQZoXHo-r18GScwCZ_NgGkAkrij1QogHtQ_kkptg,"['NA1_4324646091', 'NA1_4324660489', 'NA1_4308761135', 'NA1_4308677738', 'NA1_4308670919', 'NA1_4307493698', 'NA1_4306460627', 'NA1_4306386830', 'NA1_4306362695', 'NA1_4304806430']"
960,0Bcvcg3E2D1azs8eliAgUZGmL-Z1sChg7BXl4zCu7uOwnMQcRzJjmX_h6ZVStCRo9xfpcHe_qevwsg,"['NA1_4333740754', 'NA1_4333646873', 'NA1_4333632430', 'NA1_4333507573', 'NA1_4333334246', 'NA1_4333303830', 'NA1_4333311509', 'NA1_4332619580', 'NA1_4332625329', 'NA1_4332649795']"
961,tT6jx6a8w6br1qk9ww8anRTfXg4VAZQaNmWT0Rbam0Bp4rgEEXcjtP2ZUELllgvREQ1cENDThO8_1w,"['NA1_4324274583', 'NA1_4323998063', 'NA1_4323972472', 'NA1_4322908877', 'NA1_4305222228', 'NA1_4305095851', 'NA1_4305142421', 'NA1_4258491758', 'NA1_4258425220', 'NA1_4258368981']"
962,kt5B0DHh_Jtz26qN988T8PTKgfyQBF0X-yRda7hsBETAoUDBfUQZkSq_Wgsk52snB9o_STERGCBflg,"['NA1_4320036118', 'NA1_4320019033', 'NA1_4315331637', 'NA1_4315258445', 'NA1_4315275976', 'NA1_4315271582', 'NA1_4315159526', 'NA1_4315137368', 'NA1_4315154734', 'NA1_4314572873']"
963,YzjCobGvWly-_5MVz-NGObgg4iYuWYDsXIDgDmMk0UEkFAmHZRdhs8CiF8egvoTmzE9U2lRpuSqvmg,"['NA1_4334369411', 'NA1_4334180655', 'NA1_4333626076', 'NA1_4333641032', 'NA1_4332930040', 'NA1_4332903047', 'NA1_4332798152', 'NA1_4321472853', 'NA1_4319237727', 'NA1_4303685156']"
964,6TUIaxoQDH115Mn6_D6lnIXr4sro4l7zDCJ6cgi2LVS2HYOMrsQpwofi7xXnDuPWQX12Vnm_rVudmg,"['NA1_4334214686', 'NA1_4334158437', 'NA1_4332353950', 'NA1_4328240056', 'NA1_4328154168', 'NA1_4328130260', 'NA1_4327487875', 'NA1_4327475329', 'NA1_4327521551', 'NA1_4327443662']"
965,hA2iy6VYyJHY1AmaWigjWIJcRQ4Zh_ybGOvL97rtDICPO3JLlAtHx6s14ZlWg6KQyiryvTv4sI0x9w,"['NA1_4333952868', 'NA1_4333188810', 'NA1_4333166161', 'NA1_4333147212', 'NA1_4333122288', 'NA1_4333036137', 'NA1_4332796715', 'NA1_4332749698', 'NA1_4332742576', 'NA1_4332579468']"
966,2bDfVynvWYbRSKtHqtwk7Qjh09tAnhyFbqdVbT_4yfHNbhdY9nn8BoYM1VUp1Dio5ZSnnbX1xUnwfQ,"['NA1_4333315117', 'NA1_4328358099', 'NA1_4328213801', 'NA1_4328179509', 'NA1_4328156624', 'NA1_4328172383', 'NA1_4327088447', 'NA1_4327075886', 'NA1_4326908377', 'NA1_4326914982']"
967,CadR8sCXR7gU9oe4AXjvWHLyzEvCTChG3EDQrqwuSuoXzAX5rH_u308LDqG7xY7yw5paB3uM-h_ybg,"['NA1_4328651145', 'NA1_4324928542', 'NA1_4222037544', 'NA1_4188215637', 'NA1_4187610757', 'NA1_4184179802', 'NA1_4180551640', 'NA1_4172684101', 'NA1_4171233639', 'NA1_4171159079']"
968,BX-ld6sVSac8V8_Dygmn2Xdvo2apuSnyF7AIjrXRcrZmDyvkG3EgyGoN1hh4uaLsM-Vq3CMttynzdg,"['NA1_4333981378', 'NA1_4333955879', 'NA1_4333757708', 'NA1_4333756021', 'NA1_4333742500', 'NA1_4333512202', 'NA1_4332820834', 'NA1_4332773609', 'NA1_4328297362', 'NA1_4327714947']"
969,FCPWVL-Jqx5nv9jnJvHgHZDR7_PquLlbPzgqi2UwzSsChCDRhV6heERSETgVPpbGDnwC8sjU0xLPJQ,"['NA1_4334072163', 'NA1_4333987461', 'NA1_4333949302', 'NA1_4333923630', 'NA1_4332574142', 'NA1_4332559858', 'NA1_4332494570', 'NA1_4332531335', 'NA1_4332448541', 'NA1_4332445220']"
970,W97hvTSNNraOIPUddY6KOT_DxWkov2IA1ap0I9ZuVxLpBlLj2pXct1teGo_Nq5OT2OlN3sjfHVLmjw,"['NA1_4334135007', 'NA1_4334102050', 'NA1_4334037947', 'NA1_4333964281', 'NA1_4333908585', 'NA1_4332952998', 'NA1_4332906364', 'NA1_4332891740', 'NA1_4332846971', 'NA1_4332813756']"
971,ZqJQqIR_urMOkBx6RSfSwwBiXwJA4aHarTyd7z1W0lJN00CT9e8E1AZe_e3oEJWS_Lk9jYSMzvsnmg,"['NA1_4333928002', 'NA1_4333858198', 'NA1_4333875028', 'NA1_4333879931', 'NA1_4333784334', 'NA1_4333770879', 'NA1_4333666623', 'NA1_4333333498', 'NA1_4333293430', 'NA1_4333331572']"
972,41IDxD01RqTLhs6xc-gPxGawooYJ7KnFmSIkIAUgFo3lCIu3psFc7q0tkMsiyxLiD3LzDD1LanAjrQ,"['NA1_4332695214', 'NA1_4332153363', 'NA1_4332129155', 'NA1_4331286168', 'NA1_4331273921', 'NA1_4331218135', 'NA1_4329891285', 'NA1_4329829106', 'NA1_4329519017', 'NA1_4329552826']"
973,QhGaikkg2NRxwsMfqc4A8lMnzWCtxDqlf3LyCCZH16GTpBSJDvkq7yzNu7j-wVCzceU87pY-UMGnfQ,"['NA1_4333230928', 'NA1_4333187476', 'NA1_4332244493', 'NA1_4332147031', 'NA1_4332173173', 'NA1_4332093421', 'NA1_4332015788', 'NA1_4332031363', 'NA1_4331973673', 'NA1_4331935371']"
974,wmqVqzZZXJawozVeStnxhFRuO-3HYwuXnpPce6CG4ch1_YaF6q5W2Pi2jT67wcZu9oYNdexDWaFDMQ,"['NA1_4290733956', 'NA1_4290719924', 'NA1_4290655827', 'NA1_4290671611', 'NA1_4285857934', 'NA1_4285835759', 'NA1_4285823540', 'NA1_4285789441', 'NA1_4285802149', 'NA1_4285756886']"
975,Uud4IVhTTeSf9vIXQuq6xMrVGuf1iQM17AMWdxnZkUxLI8uxJZLrNeqTj69625cgfPD88oP7-_7YCw,"['NA1_4194944048', 'NA1_4194888324', 'NA1_4194891462', 'NA1_4194805543', 'NA1_4194747510', 'NA1_4194699881', 'NA1_4194502048', 'NA1_4194406008', 'NA1_4194106891', 'NA1_4194045617']"
976,I61juMrtDSTR4NoygPyKUIGnwFeP35BIuX4E3cTuqQLRGbNM3Lrn3ej0Z6LYIPFY8AIdRAqpTMm0jA,"['NA1_4334237914', 'NA1_4334220537', 'NA1_4334128055', 'NA1_4332720786', 'NA1_4332313404', 'NA1_4332341286', 'NA1_4332308898', 'NA1_4332296969', 'NA1_4332263379', 'NA1_4332250470']"
977,YmANqzT8l_7R_NoDLdVL6N3OVJVMfCSZ4Jd6C1i3q8sOzBSUkSDBxEZQHVKfjUPzfCo9AheA69GYaA,"['NA1_4206853020', 'NA1_4200469493', 'NA1_4200406120', 'NA1_4200410843', 'NA1_4200345980', 'NA1_4200295962', 'NA1_4200272161', 'NA1_4200196960', 'NA1_4200182948', 'NA1_4199017864']"
978,pIxgiIoyPIKU4Cnck3k9SpxKL9XKa7EJKjJjdTblPEycVp-s4JPiPiMHqH2huYK75huAo68pZNgp-g,"['NA1_4331005993', 'NA1_4330979500', 'NA1_4329832979', 'NA1_4328859260', 'NA1_4328873349', 'NA1_4328845387', 'NA1_4328197991', 'NA1_4328225009', 'NA1_4328212039', 'NA1_4328093708']"
979,xpk3ImRAJ2lZKIa4lQ9odDH60AJcmPMPWztCljBtUnIEBlAG-O4S_O10aAzI2OAqSjXiQPFxLOh0kw,"['NA1_4333044840', 'NA1_4331459582', 'NA1_4331456463', 'NA1_4331181542', 'NA1_4330005656', 'NA1_4330003073', 'NA1_4329967945', 'NA1_4326855653', 'NA1_4326809654', 'NA1_4324634739']"
980,q1zAJ9MZlrhjg_8BXQ2OItWqlHhY0FwxROuq-j48IR45Op57zWKzTZrpj7NBHZhoT02uqbsHD23QUQ,"['NA1_4334145197', 'NA1_4334120575', 'NA1_4333923913', 'NA1_4333877987', 'NA1_4333864703', 'NA1_4333797928', 'NA1_4333744553', 'NA1_4333528475', 'NA1_4333483787', 'NA1_4333479882']"
981,NZtDirzTa435_GM-hIwe6vt7eorPl2wjQZZGnf3vAytdS_b6whNg9whSebWX7NFUf_Y4nxOFnMRzmw,"['NA1_4334347715', 'NA1_4334278730', 'NA1_4334311276', 'NA1_4334237108', 'NA1_4334249992', 'NA1_4333176962', 'NA1_4333163939', 'NA1_4333119383', 'NA1_4333144044', 'NA1_4332268960']"
982,YePkOKCe__VZeBd5BvlvKCDD0HgtWFyJdnTYrNHMmM9uwtXFoKYvMwGGrO44WeOuivNSctaj5yeBgg,"['NA1_4334292339', 'NA1_4334218487', 'NA1_4333768764', 'NA1_4333162831', 'NA1_4333128197', 'NA1_4333012921', 'NA1_4332925801', 'NA1_4332866902', 'NA1_4332704839', 'NA1_4332682685']"
983,EMX13PqtJVFzJYBDw42SOVQkH1fqst2d2f5y1xRtepv6evsU-mLzPbQBExV5e7qdKOLK05Ji58wZBg,"['NA1_4333946950', 'NA1_4333883980', 'NA1_4333798684', 'NA1_4333746087', 'NA1_4333666387', 'NA1_4333613166', 'NA1_4333017328', 'NA1_4332750414', 'NA1_4332672515', 'NA1_4331610803']"
984,dRdzbHqDrDEAiteymW_EYFhXKio8IuMWYax1iL6eNY6bq5XYj_UCTu5WonMCggedqUn2_OlDkZ4zSQ,"['NA1_4317466298', 'NA1_4315378542', 'NA1_4315374845', 'NA1_4315309586', 'NA1_4315264058', 'NA1_4315269818', 'NA1_4314624030', 'NA1_4314516739', 'NA1_4314444245', 'NA1_4314314904']"
985,FaZ1apc8tj_tGlknokGOpQjNuVT10QGxaWXjZyRJacw9XYh9kP-wIyu_9QGHSKrxuDSdNvp4gDkZ5g,"['NA1_4332893014', 'NA1_4332666293', 'NA1_4332615463', 'NA1_4329340971', 'NA1_4329307833', 'NA1_4328009823', 'NA1_4327951624', 'NA1_4327572522', 'NA1_4327580457', 'NA1_4325402737']"
986,kYzGw8uPq-eIsxMgbc44hoCE1DLDykPQAgQBH8saympPmKYkOxMa13o0FlxhNJO9zVMlNnLPJCRL1A,"['NA1_4322617366', 'NA1_4320247999', 'NA1_4317992637', 'NA1_4304576872', 'NA1_4284474331', 'NA1_4279291851', 'NA1_4279226281', 'NA1_4271136058', 'NA1_4271120298', 'NA1_4268225092']"
987,q0SFIAbzhzuSzoBusEjWvPJWScm_2abyjWkMuUxmqX_ZK8uXai779zMk7NfDe_frVmL6d5dMom21Ag,"['NA1_4332680115', 'NA1_4332626464', 'NA1_4331967821', 'NA1_4330852700', 'NA1_4330789091', 'NA1_4329763716', 'NA1_4329720750', 'NA1_4329666386', 'NA1_4328953840', 'NA1_4328883978']"
988,69Ih9lVwYUckcrp6GbrZDwDraocZH72W4byEAFKfuwcV92J-H1EQ6CwwzB0hePERfLj_ocHdWTPuKw,"['NA1_4236721237', 'NA1_4236665813', 'NA1_4236598459', 'NA1_4218596540', 'NA1_4218610053', 'NA1_4218575841', 'NA1_4217959111', 'NA1_4217965832', 'NA1_4217942000', 'NA1_4217844894']"
989,LxWLcrQIbUphiDl8ldyo4yYC2-gLsjWlqmeFI3KrOJ6Ay_moZYQ11TPgjtvoLlaW7L3_1hyOggBi1A,"['NA1_4334170260', 'NA1_4334095371', 'NA1_4334067637', 'NA1_4334031586', 'NA1_4334006729', 'NA1_4333751613', 'NA1_4333535310', 'NA1_4333482799', 'NA1_4333368726', 'NA1_4333385350']"
990,s03RmUtCb66rUZsknDzQe5Eylsi9aqR2dk5PAX9fHjBDinHMdhKVB-A5K6_28Y3eeKioN5chUF_oxg,"['NA1_4317284644', 'NA1_4317269982', 'NA1_4316964023', 'NA1_4316826318', 'NA1_4316485471', 'NA1_4316470694', 'NA1_4316436622', 'NA1_4316245849', 'NA1_4316001868', 'NA1_4315987556']"
991,OAgG8QdGdUg3Dm13SgCNouZCUklFEnl0KiB0w63qeh5vh4ckyKClwwLLpHZK-Uk-xlAHVM4V9GPX1Q,"['NA1_4330715057', 'NA1_4330700705', 'NA1_4314639279', 'NA1_4314619162', 'NA1_4314573417', 'NA1_4309490993', 'NA1_4309426995', 'NA1_4309422614', 'NA1_4309367804', 'NA1_4308453102']"
992,9mOrGxH2_d2SwzdpjCbgvLKtEZZnnm50-1v2DTknhAc8u2Dq38ViB_y3WstQKxjOT8GjnsuhOUmSOQ,"['NA1_4334015202', 'NA1_4333980840', 'NA1_4333954211', 'NA1_4333908919', 'NA1_4333893428', 'NA1_4333788383', 'NA1_4333764360', 'NA1_4332855957', 'NA1_4332828527', 'NA1_4332811560']"
993,gjGsPXdIgFOCYsxRNaXzI-4i1835SihVY-MgJFi6LOxZsp4odjVXy4zQSjNZ2W2I_HeueDFTUgi3HQ,"['NA1_4333922559', 'NA1_4333903640', 'NA1_4333768942', 'NA1_4333795268', 'NA1_4333762980', 'NA1_4333043122', 'NA1_4333015114', 'NA1_4329912274', 'NA1_4329854853', 'NA1_4329788134']"
994,gfcwJ502VdiH5u6mC3_ptzqBkbXMKzccKrCEc6fYL9PRC_5lujeFHZpFcjiqtoEPBIDQgwjHzJZlIg,"['NA1_4333103139', 'NA1_4333059393', 'NA1_4333065473', 'NA1_4332067661', 'NA1_4332034484', 'NA1_4329050081', 'NA1_4328986967', 'NA1_4329002740', 'NA1_4328929697', 'NA1_4327774097']"
995,BRbZKrhoEKncPDfvYRut6Fn71VGidolS1J-7ok_da145Zn7Qy3mIR1DFFotKp2wfF_yVTL8ijLrnUQ,"['NA1_4253206203', 'NA1_4253214877', 'NA1_4253203365', 'NA1_4253191991', 'NA1_4253169557', 'NA1_4253129428', 'NA1_4253146388', 'NA1_4253171941', 'NA1_4253119351', 'NA1_4253078562']"
996,kxTJrHKg7OCJJyvchPUrCsbedj4p8c_43gEwyAu8fHkX6xJi9Tum9cebSPLQAMm4MSngCp16US3w5w,"['NA1_4334272091', 'NA1_4334235217', 'NA1_4334166427', 'NA1_4334148947', 'NA1_4334103810', 'NA1_4334065288', 'NA1_4333763880', 'NA1_4333649560', 'NA1_4333626187', 'NA1_4333030551']"
997,yQVLjEd4hw-CnLMM3xnnn4JD1dOla9p-kr7beeCrPtkcwRXT3IESxAyjEGd5sjapQqyK6jSabMRB7Q,"['NA1_4329554308', 'NA1_4329551909', 'NA1_4329479131', 'NA1_4329466957', 'NA1_4329454833', 'NA1_4329470931', 'NA1_4326366434', 'NA1_4316399097', 'NA1_4316367301', 'NA1_4316374205']"
998,P1IIaJOysB8DyCo5E0tSirlwYeq3ELZxJsRxGEGysutRETzgcUDUyxDZRZAgLe3-q3Zc3WbbNFPOJA,"['NA1_4249688797', 'NA1_4249705022', 'NA1_4249711124', 'NA1_4249679853', 'NA1_4246630250', 'NA1_4246566559', 'NA1_4246602420', 'NA1_4236026221', 'NA1_4236020909', 'NA1_4236016787']"
999,U0rTzOHQzhRnvUjplFlsbz3DczSB4QGfwviVF31SaPQA4PoC91mxJ64dM1tZCi8ntZhSoTGwqdUwjw,"['NA1_4334160526', 'NA1_4334144772', 'NA1_4334073043', 'NA1_4333769703', 'NA1_4333758187', 'NA1_4332976720', 'NA1_4332929461', 'NA1_4332491606', 'NA1_4330872328', 'NA1_4330798089']"
1000,jvyktoJg6i1IiFjLA7r_n2Tykzb0x16PJgqOS_fWFjEr8nWfkJedQ2AhR-lf_toW4djeZ76jI3ansA,"['NA1_4332692896', 'NA1_4332690185', 'NA1_4332048326', 'NA1_4332022605', 'NA1_4331951043', 'NA1_4331914435', 'NA1_4331857803', 'NA1_4329641451', 'NA1_4328875823', 'NA1_4328892175']"
1001,tlw8_XBGEvRkPcADNcA2pKmHU5srguWeeO2rxHOiogCp96g9eFpigceY5wKKh5xFUoJYwdbJwNl2Xw,"['NA1_4325116483', 'NA1_4325114401', 'NA1_4325140513', 'NA1_4325106298', 'NA1_4325054111', 'NA1_4325100379', 'NA1_4315284847', 'NA1_4312514409', 'NA1_4312481554', 'NA1_4312456888']"
1002,_EhmsXDLlePiEs1MFDDQnR53Dhe3qlWEuTcfPFPti5JOWNJfO5LiVTV9Fgdd1Aru6oym9fsNZd0sww,"['NA1_4330865034', 'NA1_4329824887', 'NA1_4329778990', 'NA1_4329772803', 'NA1_4329735956', 'NA1_4329526646', 'NA1_4329531484', 'NA1_4327733729', 'NA1_4327658404', 'NA1_4326524523']"
1003,PFjUVS75UDyUqublfrabDomIBn2tDfhMTKlBgJbOS_GwPriyS4mB2MIDybm8k09S3zfWW7500-w86Q,"['NA1_4331721337', 'NA1_4331698173', 'NA1_4331508477', 'NA1_4330842139', 'NA1_4330820339', 'NA1_4330665699', 'NA1_4330643051', 'NA1_4330660001', 'NA1_4330442955', 'NA1_4330479972']"
1004,ibUPNv2VLUNtO8mI14OLOTXINNn8gbDXio4uP_7KevVwzHUMcg-dmzXNcDTqfARYgPodG4xdChMNnA,"['NA1_4330664995', 'NA1_4329703690', 'NA1_4302117929', 'NA1_4273597833', 'NA1_4231075601', 'NA1_4212341234', 'NA1_4212266560', 'NA1_4212282289', 'NA1_4211399107', 'NA1_4210667795']"
1005,n_QKNXBKXwPPSuWRQ97d-eP1p5aVsmFC27j7X0O5T9lju6_ewJd8wGquOkTLak2P1YVaQNFcl31Xuw,"['NA1_4322764703', 'NA1_4322741301', 'NA1_4322584568', 'NA1_4322560210', 'NA1_4322444040', 'NA1_4322267336', 'NA1_4322262029', 'NA1_4322245504', 'NA1_4320376454', 'NA1_4311724783']"
1006,_rxPG5njJfvVyZ2ZDzqaU9TwcmQQ36po5LoNtygQDrLTyZ7u0sQPxI-KvXor8fVQ6pPUpJaJ7Q_QPg,"['NA1_4334325180', 'NA1_4334166820', 'NA1_4334079686', 'NA1_4333255013', 'NA1_4333097903', 'NA1_4332937673', 'NA1_4332522775', 'NA1_4332540592', 'NA1_4332450165', 'NA1_4332320362']"
1007,kR4VfIrbcVOWNUVJHbazZ5ok1yANbtMyKZoUozKrBW8jxxdHBqdEGr0VAGGf-tTGfGMCrNGzCnF5hA,"['NA1_4229231140', 'NA1_4229155320', 'NA1_4229170227', 'NA1_4229068191', 'NA1_4229100470', 'NA1_4228210874', 'NA1_4228118299', 'NA1_4228125359', 'NA1_4226674281', 'NA1_4226632816']"
1008,fmc02J7iNyBrkuAeL7RKfS83Yd6_kG09TnEcH8CFOYiHhU4B5z2R3q_ZOJIoUX8wBKkYnQLMMFkCug,"['NA1_4334038038', 'NA1_4334083141', 'NA1_4334028862', 'NA1_4334023272', 'NA1_4333970644', 'NA1_4333937775', 'NA1_4333789050', 'NA1_4333743252', 'NA1_4333614772', 'NA1_4331775881']"
1009,fOrhtkbjHn8Uw9lFaF62XScMxuCg7qWkHkkWR8CwBMrzlRETXb1K0PjYqX56IRFBHqyyCmv9ycxczg,"['NA1_4334377356', 'NA1_4334364963', 'NA1_4334372744', 'NA1_4334380293', 'NA1_4334288218', 'NA1_4334296588', 'NA1_4334283409', 'NA1_4334079381', 'NA1_4334062086', 'NA1_4333979117']"
1010,6AIrOJnjFYxmBQMKFqmwB4GnU9bgxSSxBAL_BnMPWoQ6FJ4RpOuYPLyRU-vjXDxJGxGJ6UtmaBjBGw,"['NA1_4332281544', 'NA1_4332197859', 'NA1_4322406878', 'NA1_4322309279', 'NA1_4322250571', 'NA1_4321272732', 'NA1_4321213646', 'NA1_4321167243', 'NA1_4321150184', 'NA1_4320894276']"
1011,5J_O3jEwxycBm6fBcwMLVp6QM01q4ovIpm4fxQharKRZwElwWw_6dD4ZlwmovDtcOUnCHLSriN70zw,"['NA1_4334412360', 'NA1_4334351794', 'NA1_4334316862', 'NA1_4334291084', 'NA1_4334114853', 'NA1_4333987529', 'NA1_4333929557', 'NA1_4333264349', 'NA1_4333177919', 'NA1_4333031662']"
1012,JZ7tfFd9vPPOoqK8CKhz0h3ZIoucmQyE93hSwbT2vBNOXnxxBZjQN3J_moEQsZscqTSW2tUigttklw,"['NA1_4331720758', 'NA1_4331675328', 'NA1_4331508576', 'NA1_4330510247', 'NA1_4330285121', 'NA1_4330145358', 'NA1_4329790350', 'NA1_4329703399', 'NA1_4329665142', 'NA1_4329587662']"
1013,uMg64eB5M4IehiHaAwVxKaVQJCW4JpBoQgHF3INiJgJpfuxnPW_jDm2vZy2rCSyOQPYTAnZ_z5pbYA,"['NA1_4320939907', 'NA1_4320854923', 'NA1_4320808540', 'NA1_4320784757', 'NA1_4320761480', 'NA1_4320746934', 'NA1_4320484927', 'NA1_4320439446', 'NA1_4320331827', 'NA1_4320285017']"
1014,ACPZfqOri4bitTseKVRxEBm_REa-MpeaDdkb9QYj8wNTwscqOCSXKRQ1KuEgOlNO1lQSgYC7FdJ3lA,"['NA1_4329279486', 'NA1_4329297802', 'NA1_4329302706', 'NA1_4326218351', 'NA1_4326215190', 'NA1_4326222004', 'NA1_4326219927', 'NA1_4319882577', 'NA1_4319829215', 'NA1_4319776061']"
1015,itds7kQXPKj9Wx21VQ5gWkQQ7TbG9m3X6R4ZpLBvipuTLr8M2V_4WY7AcMJre6mIyvG4N_8Whnsbyw,"['NA1_4333790150', 'NA1_4333664374', 'NA1_4333663152', 'NA1_4333619761', 'NA1_4333362102', 'NA1_4333317978', 'NA1_4333327102', 'NA1_4333314800', 'NA1_4332392029', 'NA1_4332318489']"
1016,mthDgs5ikUsy1ENDlUZbJ6iL50efTchZplKigYKW0P4_VKl6CwIE6tbIKUws5t68hJoXyudP23_0lw,"['NA1_4332691145', 'NA1_4332246711', 'NA1_4332205666', 'NA1_4332232992', 'NA1_4332240429', 'NA1_4331555758', 'NA1_4330660617', 'NA1_4330568802', 'NA1_4330586326', 'NA1_4330593757']"
1017,k1k3n3K97zVghuIuH-VX9UsEDtZT-ya_YIxGBhH33iweoch-xQazayJADORu6rjXBgwk4-vojL4MJA,"['NA1_4333787246', 'NA1_4333762015', 'NA1_4333648197', 'NA1_4333643446', 'NA1_4333106000', 'NA1_4333113017', 'NA1_4333140896', 'NA1_4333037095', 'NA1_4332634034', 'NA1_4332659959']"
1018,9lHmyoHiNW74uNmMEitd8zaP25EgZApsgtlSKX1QZbD9TjKcvEcifJOsnjElsOGCqOHXgvtfp7B1dA,"['NA1_4333189013', 'NA1_4333206736', 'NA1_4333184296', 'NA1_4332091060', 'NA1_4332027643', 'NA1_4332023907', 'NA1_4330699349', 'NA1_4330735986', 'NA1_4330732088', 'NA1_4330690655']"
1019,tDxGpGeh3SkV2QbD1LAn20Bh1AZcy60jgFgZZRy-Vl70VWC-jUkongQDjfC0yHhgVEv9AmzN3MNLEw,"['NA1_4333938386', 'NA1_4333783253', 'NA1_4333751187', 'NA1_4333638578', 'NA1_4333122862', 'NA1_4333139811', 'NA1_4333047364', 'NA1_4332976706', 'NA1_4333001258', 'NA1_4332860365']"
1020,8bXOz4IXoNSI9Wgi6sGpoyIrr2fY67Vu3QgFfZNa7o7LI4OUVnb1HY_cUtVNy77jTktSiqdW6Nkqsw,"['NA1_4334335537', 'NA1_4334342534', 'NA1_4334309087', 'NA1_4334185989', 'NA1_4334153245', 'NA1_4333889668', 'NA1_4333795607', 'NA1_4333793106', 'NA1_4329908950', 'NA1_4329895950']"
1021,uD5p1N5eH6vLqTEK5Ec0cuAG4ETLxkAdj5W7MvryIDmb4py53zxlDSBiKbTBD--mFcJP9w9f_aq2oQ,"['NA1_4315785222', 'NA1_4315719411', 'NA1_4315735025', 'NA1_4314383314', 'NA1_4314325857', 'NA1_4314281432', 'NA1_4314257687', 'NA1_4314223549', 'NA1_4313586287', 'NA1_4313581088']"
1022,q6CIETdljxl5BaWmmmW-aVMoZcUiWfsaWXxS5PZuvNHdLQe4-XMJSyr71SnuWTCAJGQPOIoUu6EmlA,"['NA1_4332631536', 'NA1_4332566624', 'NA1_4332592148', 'NA1_4331585157', 'NA1_4331027629', 'NA1_4330956726', 'NA1_4330919077', 'NA1_4330883294', 'NA1_4328496568', 'NA1_4328492095']"
1023,pcMauT9HHKTepbsAro0uqXSFgQ2xzV9GjrmhqL05WBhLF2lN3Fg2LjCc8J3xoh3mRmKxks1Ha4me3w,"['NA1_4324855151', 'NA1_4324824735', 'NA1_4324813472', 'NA1_4324831951', 'NA1_4324860153', 'NA1_4324789136', 'NA1_4324758809', 'NA1_4324807030', 'NA1_4324795554', 'NA1_4324803476']"
1024,kfDXHqQPUskPZmf76NM1ozuIZvmUgmjp9kxsm_cn12vTRpwAUQCt5pMOribuJwtA8bvd0sv5Kx2lwA,"['NA1_4334170260', 'NA1_4334095371', 'NA1_4334067637', 'NA1_4334031586', 'NA1_4334006729', 'NA1_4332980636', 'NA1_4332943150', 'NA1_4332852014', 'NA1_4332845125', 'NA1_4332777283']"
1025,qdbxeTMed1QhDCggQIOi3_v_cA--CSQzi3JbyP5cVAjgPSL_hauMs8ImWuJzGIGFQd6iO6Ktp94yLw,"['NA1_4296259345', 'NA1_4295845106', 'NA1_4295778462', 'NA1_4295802368', 'NA1_4295737401', 'NA1_4295650650', 'NA1_4295615865', 'NA1_4295572934', 'NA1_4295388746', 'NA1_4295368347']"
1026,kLobzk2oxcv31wSh8cT7cddsfILHQmdAuIIR4oo77rD8lRnf0bSXPojfA0pyGRszDScjw0qiKWtyNg,"['NA1_4313113575', 'NA1_4313110325', 'NA1_4312694640', 'NA1_4312318247', 'NA1_4312334522', 'NA1_4312202778', 'NA1_4311512776', 'NA1_4308897469', 'NA1_4308770027', 'NA1_4308697114']"
1027,8Q3xDG4Ex34JxEb_UOF6noJeTbxXAC-kfE91jIUERcjgsNzVFNLv_HeF-nSOVpzy2I85D2ymFy9FLA,"['NA1_4316850839', 'NA1_4310618455', 'NA1_4310624972', 'NA1_4309745729', 'NA1_4309723537', 'NA1_4309731575', 'NA1_4309701275', 'NA1_4309677215', 'NA1_4309665901', 'NA1_4309645087']"
1028,mngVLDcZ8XMVvtB5g1sMtADC5UgVBscR2DUixwaMO4Ive0HL2HuZNXDsC-HC_r4BGTzhAmo-Pn5D3A,"['NA1_4323713229', 'NA1_4323630419', 'NA1_4323574579', 'NA1_4322402995', 'NA1_4322297009', 'NA1_4321931127', 'NA1_4321873095', 'NA1_4317343842', 'NA1_4317309481', 'NA1_4317286305']"
1029,Tww4v7LxlqlGzdgSDlgDHYbWjLT7EEZHkyO91Aihv7GTokdQE9hX6aHP6xh84OmJBmQDFuv-CSU07Q,"['NA1_4242190557', 'NA1_4242063554', 'NA1_4242041930', 'NA1_4241671933', 'NA1_4241575970', 'NA1_4241590770', 'NA1_4240744270', 'NA1_4240212159', 'NA1_4240169543', 'NA1_4240187263']"
1030,ysVuSvlQMtIsUx8eV5lPhBhkecuzKZqc_AP9AX4UX1xjAcb8Zs5itYZzx-ayRehAyVt4BRaMfieAyw,"['NA1_4320200229', 'NA1_4305886118', 'NA1_4305880495', 'NA1_4302150846', 'NA1_4302088048', 'NA1_4302120489', 'NA1_4301819848', 'NA1_4301739143', 'NA1_4301753017', 'NA1_4301739918']"
1031,ODX9Q8gzAvXqQXe94FTypdLFsfqZxhXL6rqAtJwe8JX8oLhLxvZlkLLhdwRBKY7ax7kIuWhWut1Tjg,"['NA1_4326562982', 'NA1_4326345108', 'NA1_4325897107', 'NA1_4325212329', 'NA1_4325014123', 'NA1_4325019738', 'NA1_4324964666', 'NA1_4324687825', 'NA1_4324682645', 'NA1_4324321672']"
