,Tier,Div,puuid,summonerId
1125,GOLD,IV,Bwi6ZPwdf6K6lijMDcDKd1xBfhoNUUqKFgPelNQkjrDTdXoOnWg3wmEemRr_nU04Ezpy4JvAbEeg1A,LuZXchcHEWoDQfbjfRRRbbSUUCF6ntnAu1lUyi9Cmxr65nna
1126,GOLD,IV,8JZX4oZWeD4_tfBzJOrBZj5xGFKuKb-oHotPWUqbmbbz8h_apfcXw9hK2Vl7RLZqezhiX5-yMZOMEA,DBNO9y5Aw_vbkFD9m8WG3sB9yjm5O981J6SVtik77-0m67sH
1127,GOLD,IV,T4iravWdemwBSeFyHYc_M5uFPCxECIlU01ueuZ31Hd9JGkvyppgebvq6RavdzPGAJfIAoAmwSp_U5A,eICwc5285dlK7xXg87eM3W_1OA_YtbuAH8MO86m9qstg-GOg
1128,GOLD,IV,8Rmtub_1t9ERl5_pcCMznBLlZITTh9OlFgrt4YZ7FHsSxPczqHHUob2NPXpovrQPJ02NOe8_sDm-MA,swMw_pAtC5V7f4PaNAs5psiQm5zAKvt__gjAb2X89KQSCePT
1129,GOLD,IV,fTFNLjbNqjq12g7eUEY5MiyMOG2pV3bHls6FZ5zdRBFi2fwbTVKJeNzj0dlb0IdixeU0t4yfuCrCzw,XmYU9d3o2fe3r18rSBvSFCPSYf8oL6P21FrZWYrf1kAhKMba
1130,GOLD,IV,_yaHKdkOscOTe60ic5z4KgDbkw23VwEBFfh3TjA-xLKzfJyujy26zfCdXX2-YQcdC3INuvTcgUhx9w,o--WvabZSqHm1f1StW_z1F_FEwum4Mi5sE_eb7yvg_6ekW4r
1131,GOLD,IV,Lbry7V9eVGdQxAXhAnb_Jm2atWcblGUS9ufSQJUltiOq9U7bfoUAvIMnJ1cl1DW2oJh_zVfv_eZapA,_kGBQx7QR7gIsURA2pNO2ZF32drXcW-9NXdVwkCJ1Ab0fSkh
1132,GOLD,IV,pc2HEAu3WLpJl1NAsX7wwFRM8JmtP1-kbjHtDg-39pR-F62n92oTeQUWOVF__adkZgKzs4Z2P0y0uA,JUurnn0dvGw6WhKhgxDQJl66DRw6A9uQfwJmGUlnRj669drD
1133,GOLD,IV,dCh7Rju47VgIGgWSm2sIzRdWB5e5SFuHUoJWIwBzBX7VyDho8tWo0odCYOr4p76xz5il_efq0TXH7A,6CqiFNkgUQ2gA0LbdvmFYOqJy3EuX17d_7RaHTQieY79c-Sh
1134,GOLD,IV,0ASPqWti4keLMpLjoPhemSTE-nt178N2J3KIg-HP3TI7CqlB7JX8WmfSJ6XG3_WdQ5jXIZomnwsGdA,4e8UyRSY-EpI6L7xbrGsiHq_kjKRlsFIk9bCeFZT_5qnSe0A
1135,GOLD,IV,YQbuv32Ydt3KZr-cg_ZcFjqc8N_-Miz-r7Ar22q01_JceQ4_Y8sJuzh0_V_Skxj2oP1mr88XvCRtKg,JbM10Ix4Vkrkih6-pIHK2tUBtgaopVIMM-g-RtiXfDOOYevn
1136,GOLD,IV,SdxwUBmTujnHgwT9N1NcVLOhB7c0NjLO3m84U0msNfALJw-HSHP3rXE-fxJAnPupqg0in2SEEePxuw,oU9z2oROdNsSCk1OJu8UMvbvdXkZnClOo2rDUiuVtTiuNWzP
1137,GOLD,IV,I-klrqm0hnMlHnYzw0D1saeKYup2i6t_gCADvCovzUB35AKYMgLDiSLkGwv01zkXNt8SJbxS1VYzdw,ti66IeIMLZivZGNZDSBAZt1zE_2pixzDwlmBypru9GqFYK2h
1138,GOLD,IV,XP2USJzME7OffCoDnHLmvPvn1ljB6FZdNQelQtVd31KuqX2XxG53UFOCyV5IfYJZtatAyVkSyq1yqQ,qf2ice9MzEt_50Up06RY7Pch84p23iEHCk2_olJYlH-qhF_1
1139,GOLD,IV,ldCIf-ASy8CUH88MD5B69V7Zha-8RA2bbL0GhKKE0RMXqfpDauHj7yaImSifQE5qQHd3cK5IPed_ow,poK7Kufuphf7rVB9vuiGl75yM4HQu_4N2vM4M1ZmCAwfXxrJ
1140,GOLD,IV,ZUzU4Bof4cbq7Nj-JQU2DyITYSuqReuXvRS7xRcatwImC6PuG_ZDgque_lq5V7-UnFgiO1owVLDpxw,ewiTPlaplxuPHxVRhz-48A1_Ec0AjUnDX1zNF36sgjzuqWgY
1141,GOLD,IV,H6P_J_H9Pv-V-YBAbGC3IKLOuarwPL9DSC-BQ1smWWBtVvuJ3TTEb4nrvJQF_pp9O1oa33qzWPqC4w,tE6N7xJ_nECqyMDrybv3SYlyn5I4J-E1A5Fzn5n8obKZdAew
1142,GOLD,IV,QGd8AAzY_LEh2yYA3y58364VTeHDr3MgnxOEr4IwQ-Bg2aPZoFwZHZEk7ZJ7S-Srd5NZ170LdQEzww,mFYCAAs4ymQ0zYLxvqdbJoZP8AINkpqFxI28Jh9bZqGp6bdG
1143,GOLD,IV,c5CH7fO5gb0xVFwGzXE8Vvddz6YpFCsRgwcbQ1c5LEP3JSgrI6chT3RfEFqCpmsLQfIA4_loI5vTng,rL2vwUAmmLaq11Q9LtK6s0GoKtMjMxqtjxiOHwC19QaxBXU7
1144,GOLD,IV,wC9SHY7M0waESliGaUFKFB9eX8dEqzhChF4PNxTfAmWWnllk61FG2yRKtDY_xHWIdQHtprwyvGrxtg,k4M9m4ybCj4V2WXyQmxXTU_Qg5TUacO-a6W0GKOTgh4eq1ss
1145,GOLD,IV,Iiu68XT2SJpmEhC3oOU4kM3-rgbIbzybocycJxEeIA0RzuDw4chCAHJXAzX8DUYHEAgrtNk95447gQ,Ysx_hlgSDrFXfpC8GLnKqW4xDGsTbhEWpUjKXYHxrGHGmg2l
1146,GOLD,IV,RJmxl5RdOUjW8vxbL1zuA7sENTYhe_av9WFgHQgYAAQpRF5lsSaYt5n1s4MtdK3IPas5LVX9SXeaeA,BBy7gcxEidCKqTQaXO6T8XV4Q763aoC4U-0xPe9QMRmBLnf-
1147,GOLD,IV,LgeXXzE5UBMv_oxkXUjnHj2N3OqC4OcKBoFHvUDsOJD4JfC9888f0WpnyQ-eGJ2uNOn1hL4GPIlKGQ,eH7gLK_0RgXrA66PkeGS1Iz9nrK4u050d114WRfMINjzaRmi
1148,GOLD,IV,glcXw2Qur7ak6QKLHcpT8yhRvf8ptO4nAbTxTzJhN9Qou3nbdK_McWlw60x6tnxuU1cYDLAYfhug0Q,E5jH-3sBKaV0oUuSXuDGRtr7HZFUn5PkA9xh8BmPt5A0b4hw
1149,GOLD,IV,clukukUNoSrJKKe70xmf5OUtTQWJ_ry699v0bB4XIj3D1yqMJDITGPy2AMqQk26SVF6zNkiG939VMA,_-PMpmDfhtYQZylf2kjVVQuEkKGxMsQJ-YZJ92rZ19ICQAKp
1150,GOLD,IV,9I2OjvOek7ohO2fGKOsWx2DWXhlDtyV7LMCZbKtH-DA29hQoPse8buu0DaCnSXDjPyCuh7eZN1wR6g,2IXi8gc-zaE1I6qx8kgJaRDH5hfzjB6U1PYsO9XloCghCmi4
1151,GOLD,IV,qOyRP6_QDNskcNN4NyOpzjXzyVByeFgn0cNB2bfak_H758Ni_UZ2E_zPwzTeOkMoH4KdumwsnlLJPg,LUYDtj2iil6Y8sRWSp_8_NuTjeOEp-VFO-U80QgMCTO1a_pD
1152,GOLD,IV,2-q5bVgJEKxA0o1pRFl4w6FicE2jCGeIi1qcwOUIYnPc60ohXm0BqCMq3VBZsxPlkssuXaxf6kVCVQ,tAH9ZE5YAEP6eWiBJnka1SXpkRWGTsWd2c3DPjomAv_IiQVc
1153,GOLD,IV,yb86nvOnTscHWw72OEx2oq8rZ4aJVuJUH-WkGpRo9Eytw-ziKgoysN1fWqY06BTq2RMMS9BnyUlY1w,zC47xt0mcEgfXTb8EuObouNmtZ_g9hAwVbSbh2ruz5uyH6nW
1154,GOLD,IV,LYJWpq0zvngB1R3qzwlN34MQxOgV1l3HPP2XKWv09x0Lbe2FMlviXSZLAcqgRMs2NpJCK3ssOISNYA,P5sYM5IHf55qpU92MAzYHqWbwjZQ9mKvgPE8ioAFZ09ZEl7i
1155,GOLD,IV,yJCaefaVbMHW-9X2NsIEemMu6nJJoHhZgncy6AVK8LjSfV7i2sFyXjRK-Y_Svppw5nqAQ6RsCEyJVw,Lh52c5EcplY2ABThaDD6LGmC0QeOmHxau2X0FuoJiGIcGtqL
1156,GOLD,IV,gIVwsRTg9oCR8uAXSC6XIg6WxI32DNqSwwmhy7FA3OBYG90OLtK5UU0zfe4zcQVy7_RPtMPNqObgwA,sZU0pgLG3zhsOtoue3zkvf7cCC61R3ifecqPYb2OrN5ioASC
1157,GOLD,IV,K4mrwDDBR9Ot4CphlGbejUutiQs0zMHcdb4wxO2gI2mIXui8uWTp-njY024ODb35KlX20SmSEPBQdA,0MB7aoq0Zw0GsdHhTTp_FScbsT9Mm7N7IiLI6FW7pkgVdI2Y
1158,GOLD,IV,lI_JxIEfBTCfAf7Uly2tpiRl3dlXesoKA9tBGhDguSpHep7iGy4M0kmZSGj89GLxNin_QROzRBwBeg,ICp-vt-JhLc-bg_ZJXvLJtvSzCIRuGsTOqzKPSx8u2Jl-MmR
1159,GOLD,IV,5SWTnhXXBkq1N-29sFbjrvkYFarx0zVGKmac4AegMXccB3aP4ib2pAWS1DcnxQfK6wtHLTE-C6Vuvw,0SK1p0bm1PN8OTBEvECIQu_Znv75R0gcP3-XOmDcZflK8Zxl
1160,GOLD,IV,jOtXB26WqIQOxjG5Ia29EZSgUNyHacBB974K96bn9ij_kBnfspEgiucldblmYLlxDcdu0xiZRP3vog,gip1jjFq_66psowvSqthgWedAQlBBPjzgSLuit3R35DbYXP7
1161,GOLD,IV,aLs1DleMEdUbBWjM6esvhIb5l_jXF_LP2G_q_S2Qn1SU3uoirE106ElUkTQHqS8fD367o5zMgoDcyA,e97_WLeZAbce7XE94BffzG4GLYXumo6GyYG54BEMVrlWFQkA
1162,GOLD,IV,6EifoCDWxcVbViY8PvHAvnI4C28xYCZB0-RlytJmnPIOxO54lXQp_BdpmHGpSNkvAC3nIavHnC3TFQ,ax080x2GDvZVnov5W8PcWIra9g1oi1xKC1C1UAZH6XP23CX7
1163,GOLD,IV,2BwkxCRXJ_bUHBsy6OCCpsO-heoPMWxUGLBC2BI-wyon1wR0cCCXBQFQ6NkO14ntAPQFcZ-HCZxYxA,wb4W6Ldq8zofyGEoR9jTQaEqPGIo7FIcNJlNtB_f6fGSPJOO
1164,GOLD,IV,-7NgiOVjYAA-PSktuT9UznIhwihXqvArPANR1oos9_jGB6ILNH769XnI4YGDEMDjc4rtplaOtrRf7Q,ukHZtcN8gtfuEOttBDuK6AXBLDGG3GDxGrrsVeSr3kwXfFt0
1165,GOLD,IV,i2r2HCcQkr8Nxnrt4IWf6j_D39twioRv82s29p_UVPpcoAzwqljVVytyK08WJgwx2OcbuVp9UdggnA,BJO9goC8dri0lk1QsoBjEv8SUNo8qnDp46TUTYt04WtB4Nki
1166,GOLD,IV,lRTU_PL0o71zH-rm5hRH-Ix8A19I2HTwKUczJFAANM6Qf_HpcnrEMKg6ZghSA4wDU9OwaS-bSnqMsg,pK82sghQNEXH35q5yhwT-8Qn-rV-RYyvoS1aC9xukSLpd_ti
1167,GOLD,IV,YdquNEig4ZLtuzsp9ptMyDQA05vH7wmFlepEFbwxs0cxl5trIqAOJ4FO9MzukOdWVg1qW_9xztWKzw,QldnHW37NGrv3ggXFmmRjC0Dm6ZR9pyPn7-b1emucBLktNJo
1168,GOLD,IV,tBR5V7cc8TP9h1L3NZ-K9bsORkwhQSxo1E_vlb3yGOR25uXuay8tKGfccawYzBhEQz7t_Med-8Hb1g,14Hjz64soWd-mU9OStSyhGUnE1WaizuhAGlTTjDS6up2fwIC
1169,GOLD,IV,BfkktFlx_bf71XB9lLp94jyy6LBN8h3775GIeW6Ry9wtudA68Y5FfaKKDWzEPn1qenKv5bCVefqsNw,qYxgzj0HFcYYdx1kGRSfhy_cyXAOHPhvfvsN4T93pCsEAABY
1170,GOLD,IV,SRUJtm6SVO5Ft-dZw8Pr8W-gRPC__hZFxVud1VViZrhX6ni4UMRg1PSO_XPo243d2kPdgQc3rrzMgw,DZGzQtEjmW7r5U5NhZiTpRak16wmGjSyA8aud12pljgxXZ5q
1171,GOLD,IV,jUQOf72Uh9o9IN8K5GqCCtDJVKyHzMkvS4vysPn-Yo6hZrm970mNB0IBtXJ7GOcEV54lLmgcjZjg_w,7VfXU-FlmQ__qDQZYABIXEehvFcw18vO2AzQiSFqM0e8F2Nj
1172,GOLD,IV,wBFcG98k_mj4Yn1dxEYyY3qMcDTRO3lVaWkAAx7JxR9yFVQSohIfR0ElIsXtc3uOWNFoC5B7ylemQA,PNEC6RpbilEEyQFqEUrjX3R2vSz2ai_B8G-e_H2inPUYdKF7
1173,GOLD,IV,UujpQ_Ox-j6eH1Dgb-ujNHlVjUeWlZ2T0LiQUFZQfPGRo19PNWYkqLtOMubk0WLBdJ26GelRng_pgw,_NRxAV4Z814zlllraM_hF0i1q0_iwUsBHGCgbwFR3za4hqKp
1174,GOLD,IV,7boY5LItFo9Q4uYxgQ736HW84WDKvKI4ZplCGPoI6MvtA3UlxHQJP3yOoPfMWw7ItNz5bhvdHoOeEg,LYXM1LKVo8xpm8e6Pf5MDgtnl3cU0ClT8by7of1M3TS8D6Rw
1175,GOLD,IV,1EApUDPB4AU8iObcKOYFuT6ycsb60jMFXtD4_CK9700ftbyO2RIZwHAfI47rEb9BPjaMf4RyUJY9KA,qMC9aUp0DwNgn8TMsXq_zwSwYMR5LvaFkC1Wvig4ofDWGOTv
1176,GOLD,IV,99vO8ehWyhEnMowSNZsh6faYdJFigy6b_Eg0DxMBftfEoFm3ctK_hqRR2h50YdCrHFAjwVplIC1HdA,D5RQ1Zft9DSz3gQPMcsK3HoPu0ORHr1VRERdNbUH8kncmu4h
1177,GOLD,IV,_TMZo48Qx8qEGlfruRGPwsBt2wxFNj0t2Hj-F_z1hurU_uzP03Q450KxHFV2CqXMqxadWH8udGNoXQ,zu6rkOu_30PgB8WeJY77VbJqlRkOppekoLU2YV4PuoE89C5L
1178,GOLD,IV,h0TO0vf4NhVgxyB4fW45C783sJneq6IQQMsxKwATTibeyhjgrNG5NowsxSlhdl_2_Z8b3EvH4sg0rw,wKWjdpD2_PTOt0Dm0bEYGtnZJ9JYbEAtHBmVJbKmVbuNlJNZ
1179,GOLD,IV,Q8gv0Ip9tHIq1Opz1hQr7UdHd3Na3EZ3Q92gdbWKTt_R32HMGa-6mwNC48j8sJMGlP0G913LmJT8mg,NvJ1NPkO3Jnsl8SN9kBttsO3-l2Djto3X9mEQDo95WXpgUni
1180,GOLD,IV,A1ugmaIQTGbva1SrhlNkm7CKA_eqP3-Xw4YaI-A-D-orz0Lu09Kb41H32_1Su3kN3jPCu9mR6SPVZg,UUTAeh6oHgUmWOpjQ5Bgpjv4dzlTO6nrgHM9vv_YNdN6nA7M
1181,GOLD,IV,dZ0kB5OX8v9mQx4W-fj4ZTJSegMUExAJ2i_LeAmMEZhNULEXLjfJ5qyWi5Q_C87Wi7RS5Q6JVZu0cw,_BVgXamHzPo9GdFwETP7Q2b8f40z07SPxnxTdTh7xPUPGikC
1182,GOLD,IV,OFQ0lXbUMFv9usZYiocPeZpo3_11WNka5aWxrrKDz9Bmmo1QNUOKhVPfkLaugBA1tv9QAr9y0J5urg,w5s07DcHhmf3f1RbT3wE6pLgdk1C4hQq8ehRQsspxy6RvEIL
1183,GOLD,IV,tSAKMkr4UfE7i5zSwSopC6xjf90iCUVkP-MzBcXwi6iPg6nygbY9ntYOEd9zxLV33E5cg6eIsTYCtg,E1abh44MXtab1QuhjvvYwaPXx8hUtgtGyg5xcuZ1SqAdN_Wy
1184,GOLD,IV,0EB8G0_D5YXK7BuXlcyJWHZJiKsCcrdj-eSV6yvtDe8Ux5wFntbOMvLbDiXXiEhAvI82AwpoKxdn_w,E_RdqDDGBppsgUiCHA7N8AG8LhdHyECLklKQzBw0jqMtl9zj
1185,GOLD,IV,TTtRRBjxX8Hu6F_cKwZC2R-5CE_TsY3B1H3Ae-o9dDly3F0B86gdS30VniUB6L3Z6uxSWm3e12zkRw,LEs_uoe18a6iu3DwY_64A2_mR19SeHFhaQA1j_MtdxBYvqgu
1186,GOLD,IV,qbfyEDBuSfkG97roR_5SoXk4s9-4zjbScQb_JiaoNctpV-M_76KkAL-Vym5nRbWwzCc_VrEDUArZlg,3qYdh09AWOnrWeULjcvUuKIl0nWjQ6lxr1qDiRlgZXgJ7hMm
1187,GOLD,IV,2TUfT7CU19xUSWqqnY1TTk5-DkCPX8AAlyLvhlcCaxR8e6bzXgVPpvSRsbv2wlyRBwrT_tWebI1dBw,Fu86Nsx9sT06vSQGbLWmQMJOv5uzr6clCLVceXGpSZ0j8ybM
1188,GOLD,IV,EH87HrYVdeVbZm-PnLFJJ63-2F1teaPCwjNxdCtvL2bW_62n5p5PynGVlREmJ0QzIl7xt2qyzOALZw,lvcfKB1x5ntnLD876Yz1s8OKZDbaFJdlSmo_XZb8qlJ8RrUi
1189,GOLD,IV,RyoMI9ZnVD2xNSFZZoRwvpaEfYUFRQD9W1nOk_bMcy8Gk5H90s2eLSKkeYB41xHIz0MJMEoGaNMKiw,kKEHc26OZ_yzh8-cu8OOYHc1KMa6i07593tKt3iH0inNhffS
1190,GOLD,IV,Jw94srd6idz9UJh3RYlrwBDQyaitX5swYQ0tTbpHO_cSo5IiGglHw9aNuY8TUrXRiOxJ6T23SYJJig,Q1kjyQQcATwmAdL4cshAgEaTJjB353IyXgTh3Du-X2oPg_m4
1191,GOLD,IV,9SPRb1vDcpMpH-RJcgMhG-yE3nJGpKVJOzND41lY3EIsJm4uj4QmkiEB2s34oTZu-sKM0sl3TagbMA,GOp6-OG0Wd8k4VACYYXh1BqG_q1NLO6r9WIium4dwkU_7FiW
1192,GOLD,IV,hXQQUV3nMQt0RjPEyOL_fbR04sI3GU1J765cAbty32cmCE42y0t0tcPIqkIo-ip18E5SqymZ-Zj0gw,t8HX0hlOy6Lt7V6NsODl47AFS__1s3fu5C82djl1cDVWPSIr
1193,GOLD,IV,js9CPoqXcc3ScI46pythpFqKKAT9OWsRFYaP5fjkuojx4m94wzPi83FyE553YG79yNYYF-E3H1Y4ng,QaHNT3sD1DqQsnLxN6Cu4zxx4QhklrMNzORNKjoZ1BJ5BFU_
1194,GOLD,IV,g7KP6_YOvgq_cbNgJsysGaL-AV26_PISxU7OeJ6VG56b5tHLpqsxOj26MPvvBQ_nYUN-GweUiQ3P7Q,FNbQ2gWyjB8TamIwg5lCAJESsn3c7Kyt9rFkpG3HM7Pr5frB
1195,GOLD,IV,eTiVsXEhhl7w7Sw9O3XlGhCQ7RYxCGPN08YSiBjtpl1mzOk-qDBJMX-NQrLU6U85uS258c7I3Iojdg,ppi5G7-reahZX3QS10k8sWYNzFQCU_kLHSzzTyLcQbAo9jH2
1196,GOLD,IV,pukohbRDAeVxWyaJuCj79AOOylVzj0UD6fkFlYWkA1deI2a93Gpe-FIQcYTs6CeX3Fm5UglQsRtwBQ,jod3L-7DMMouXCwqTU_ce0oPyvXVgXZv-ZRvWfNwTZd-oqHz
1197,GOLD,IV,vkDA3m5sK880CJW5JBU4K9JhoXQ7GW40T4V1lQPzwiLkSjA0-9rUqNBQ4jrbPx7QHIcDbByjqGsgeQ,6GI6cWf2_K2_gL_Df7ZM6rlRIEwsf_NzTx4bMxLbi1VVO9ap
1198,GOLD,IV,K8l3Q69ANg-4wvg9Zf0VIKadvrYBbgmea-8MYjkl_tP25OSpNgMx0Pe870Phe1tyDQjDu-o8niW2Vw,c1hdSTMzw22Fa-53x52yQXKmg9x-d5Vds5M_0TGLHKnjrn4l
1199,GOLD,IV,NxOXMkBByS2mqxZjiLlUQUOF8mRowOoV8_p7-1DSrnQmR6ywQxiLNe7Q7xzdGfC8_zTFU8j748vARw,4R6dWkjD5Cc5eB2PLqo-4vixQD_1AHsh8n3tNKAQbvjlzMlP
1200,PLATINUM,I,VRX6PCMOAgHkA9Md2cB1QMqoBE1hkbgyVExsIcQLNshZGDCNmFgwc1yrrm_g5tS4N0e_4Gx93eR_IQ,zSjkWJOzBNIAoB62DRDvf7X3QxGI1mOBcZ9K5Due4TU5FFEq
1201,PLATINUM,I,bBhrRP-pTTkZgHfYUARcXRAbc82Vb-9-3PiOonJunCJun_1fe7uymUim4oWnl5DoRFItw1ZbnEouxw,aX7QambIDy5DaQRCY9Sg_pPRf21nh4kD6dgbq8t4VmmhFOBO
1202,PLATINUM,I,PSiIJBcAfMYbTKe8kcODPtpATxeQJlN8E8ZOISS3sZPfq3jNAryGmDkj47BwePjfVYh8cuqS_bkXLA,tATCjZp8kUaO3vqMCISCILRRbaL-xZRaZnA4w6k9GphXrPIt
1203,PLATINUM,I,WHEN6ctiqZxws8whM7PCGmH6HMGgvKu8a6Huu5XaNzPmFLLUx7N6Io5vtKjMqP2qtoE_qiZYo5AMxw,2Zm_pWbIkGUDrY_Qc0w2-Zd4fJyX697pQVvxvSR_Sein0-z_
1204,PLATINUM,I,SlPl1q8Gl1Z90c12db1ZkaKIqMlZ07ib4wRfvxQyLZZYx6WEc_EuDAByCICdcxSWMjkI3KXhzw_a_w,a-25sBq7L-bkoFjk7dcsw3AyXzCrLUXfMMwlqeheSUZValj4
1205,PLATINUM,I,n8oUEIa3ixdH_bkH85nj978IGDRPDtmmtt04X5mtDa3JsACZ-nXoJSD5x3v6-msT370gDG7Ir6aysQ,6NlNqridOvw9VPN0LRpVBLJHRvC2B1fe0ExOcSUYt2ekYOmH
1206,PLATINUM,I,cCG2kzysRFPqRVsWTDOSiz1eFebtgtRd7L2VGkmK-xtP2Gf7nEm4afHsotwj_isGtkAI20q0BWla-w,oodE3n0uSNrxZM95Re0oZ7rY1ZoO5Wb3PrygWaVSJLmsNSoV
1207,PLATINUM,I,g7IeBfgHq6nquFTgvNkNw3vf5s_U4RdNOjiExaTjSoeLHEuzdOB_RAH0xCaqOlkEIhq_82S9JZ0XaQ,TcLQbdM1y6TLd2eecLxzJlgliL2i9TT8H-ASjyi6yCV9eUNS
1208,PLATINUM,I,TeDwztOdohO5cIN4Dh58ZsESWGWWsyWALFe_SfqviRmQuB5E9xtuknwU7FUpWENnKtVTHxD1hGqtBw,7cgVVSZ4rjfzo8TWLLN5dKD4Xo-8fP_1HQSNApoarLgwMtlW
1209,PLATINUM,I,IZP4JiuAUnsHplOA-IXNB4Tr9TsxWCKsfQFHlxqrGfJfHuSdCdy5zE_K3VRmn2pgcUV03h75naG-pw,_WMojB4rEchPHFJWLFsnsJa7OopAx_3Rb_bqYpDPGzGoEEFu
1210,PLATINUM,I,fmpHnJhlg5LRyP1vELTz7vSxFW7jxqYbtMfJS3bGn0zjTTyu25BUUka6D6kwBBt5VaRW3jSiVFUmDw,GFNA7swgHqK4oDepVE4guDtQginvicGCViG4fzri7EnKuuAm
1211,PLATINUM,I,y2120hs0-xN90Lx42br7n64AEdWy3GLWL_stUmw-lCGM1Py6L-f7qJkMREI6BxIpYS7GGuPuK2EoYQ,M2dwFSHpvspXrkUrGH7OWbKfJlyLK3UlNsHbiCDxI2f5iTEj
1212,PLATINUM,I,rO-jwSdX9tLwEhmT6gUyG5G_age1XMoss2djJ0rQgmFEtsW68g41lqYm23udjyZT4YjLlY0F3X6ZWg,XvSS1xuO49vrOfoZh8nowdjEIpyMVb2-pjNkojiws_GbRasQ
1213,PLATINUM,I,y4_S3iaH-vc7sSmfwmlpnUEpcehra9COql4V9Y9d3bRpBTOkWjjkf3Rmy4k4dhdhhqlcBB6Uwbehcg,AHJA8sUD-SugvWeR_pqdUqQOEb5CK6KV6_z6bAy3u1PFsJAt
1214,PLATINUM,I,z2dQX24QZ1Vsn1UqFuS5aMoQbKdUPETZjOwZDGywcbuEg8PXAEipyZ7wPUCG5imw9DrIU1C1JbL0LQ,2JqUup_6gD0NRCHoqtKtghV0wqxFckX-mDvYbOpDwgBJcygY
1215,PLATINUM,I,zPG9_ZFfSyv-jzv8eMOWsgHeCTfHoNmHQ64QR_HzGZAWMo8YBvekL5S9RW0hZJSXHioKJ8lRl1uKyQ,UQ_xb_Ty3aoq5X9oqCF2Ot3tbyKHWgCxvNqeYzqrDBbQXkjB
1216,PLATINUM,I,d_xcoBpz7Do4J9jDoYECOhMN_X7OLJSFEJOaNSnRyTsf-pmkS2hfDZMfJae4ugyrt0LNje6nyHy7Mg,8Xz49EEWlAstyxSGH06fYjgptQkZ-6gu6vD6RHP1ud4atUIG
1217,PLATINUM,I,kfKhjV528ukX_-6i64o6Mg5mVTJA68AEB5u9xZnqpQKkOy05v4UIAgIxjk6sMWcCHyDyxkRfBRqc0Q,ToSPhilw4cGGtm8a3Rv-HkBk5E7rhBcYo0IsmJNLkgo1urPK
1218,PLATINUM,I,kGpNkILjoGqPaZfpxGm0nrDXCKv5zeogaygK2hopWFU54uJ22sDmuWwigXl2K47hxSdLkRbOVzey1A,7lQh3nxjkH3iBItR-FaTPfPCKdwPtlHTa6nmbtaG5CGPTMbu
1219,PLATINUM,I,xhWbL0el_SgnRIP3WQx3k0jgnTTkYKJhv73DhIiqonfm51PNAHBa5y9pQp0ZIG2eeXYu3dBVJ2cqzw,6IKg_kOn36FlSLsrpLFkTTeu7HrYhUAhMDbI5dFIWn6prGIF
1220,PLATINUM,I,MF4Drx8Lm99C-UivxCxA1yoJzix-hKOST0-5FkUrNdXdDE3MAwTRHl0Lmm6AfJGZRAcgKYSZvOKMWA,cRzBwcpL7OVIVhdNKOkKDn1Jq4qGvx_AvbVddj3c5Br6-vgl
1221,PLATINUM,I,5FPeFGuH3U1Wt3zuZEKNtyR6wxWTB0-PWspP6UyZslPO64gaNFkfzqW7W92CyofUbVSRB7QGukGFsw,hWG3NzAOq-Af23f4-J6A9MB1V3P2YruC9bt85-qP-Imo9Q68
1222,PLATINUM,I,fRF8cwBoW-su6q9ZA1CsK_1X14kfqDPcovIjtOQcW63mMgtLuDSP7HE68nIz6UOZs_taBnK3KJaATw,ViIIvZkeku2UKTKEaGGyxVJW_E54suIlJVRHdeIVmiCfXlEi
1223,PLATINUM,I,gmWOIYkJdtAK9og5XzhTQfddoIeF9Be3a-udHnVeFI2FW_9PZyFyFerlR-BOyUiUXskhJRvb3pHLmQ,1DiSCyiWsstML53VrILf5AuIipQJ4sZAoSGma9fV2nfGIsAo
1224,PLATINUM,I,oFOFBmFyPTkkEJhDez0uG_n4BEodMSJ-S39-OK6kl81vaH7B3mtvn9s7JqvQ5ePCWpUZ1JXpIQvuGA,hZvuD6srwv5s7lv2G-TCrkO2gNkwgmVTiSepeh8982TKfTYR
1225,PLATINUM,I,2VsBQ_Mlp9XTNTOEa5WEPD9Pz2CMlZalcZi-cHXexCaBT0UoylcbdEGKyfI7zGggzRa3mIyphSE_Hw,lseBcE37QgUngo0x6N-q-41S-BRFDQLlOpN3O5ZQdlUJdypH
1226,PLATINUM,I,GgSUwLo2YTNbNEpWk6hAkWyngZr8Ja2Mk_pHm36oH8G9ZzdTTPfz9Fo57s-i8iF1e2Wr8eRegrregQ,Ngl2mF71eAMM2aeLIm22buHfShZC9IeLOIcWBPa0qk3WTSLq
1227,PLATINUM,I,u9YJPOwjdv1_GadWfnL1DmkuHhMXFxNVKKkEqzf1sHgcVWrSMJfbeTZYDXmr7qlyPd3LLAUj46c4sA,eYybRI-1f11VEYbHvNSbpbuNeE_jn7gDykdYM_ZKGI-JApxO
1228,PLATINUM,I,opUlBWSWN-x6KIJ33cbUBbQg5Q2biPWHNZLEDl4Hif6hE9HaqxftE2QOZcGjgcrV8wNdnlG6BRfh6A,YP1-rnC66RTERrkHn6mdLyU3eKYfmXT0eujFxuPmIK3QIzYA
